STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT10
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/3/15,14.99,,0,0,0,75,82,72,170,160,23.9,29.1,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/4/15,16.11,,0.08,0,0,71,74,64,40,20,25.9,34,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/5/15,14.99,,0.04,0,0,70,82,65,180,180,33.1,38,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/6/15,18.12,,0,0,0,74,81,71,160,140,28,34,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/7/15,17.9,,0,0,0,76,85,71,150,150,30,36.9,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/8/15,19.01,,0,0,0,76,84,73,160,150,30,36.9,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/9/15,18.34,,0,0,0,77,84,72,160,160,35.1,40,1,,,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/10/15,9.4,,0.13,0,0,73,77,67,40,50,23,27.1,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/11/15,9.84,,0.13,0,0,72,77,68,100,80,16.1,18.1,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/12/15,11.18,,0.44,0,0,75,82,68,190,180,33.1,38.9,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/13/15,8.95,,0.29,0,0,73,83,66,150,150,18.1,21,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/14/15,8.5,,0.92,0,0,73,78,64,340,340,42.9,53,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/15/15,8.05,,0,0,0,71,75,68,120,120,14.1,17,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/16/15,11.41,,0,0,0,74,83,69,150,160,23,28,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/17/15,14.32,,1.89,0,0,77,83,68,310,300,33.1,49,1,,1,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/18/15,8.95,,0.59,0,0,72,75,66,90,310,23.9,35.1,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/19/15,5.14,,0,0,0,74,83,67,150,150,12.1,14.1,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/20/15,13.2,,0,0,0,71,76,63,40,40,30,38,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/21/15,10.07,,0,0,0,69,77,61,90,100,18.1,23,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/22/15,11.63,,1.59,0,0,74,77,72,120,120,21,23.9,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/23/15,8.72,,0,0,0,77,85,74,130,130,17,19.9,1,1,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/24/15,14.09,,0.22,0,0,78,84,74,150,150,49,61.1,1,,1,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/25/15,10.07,,0.01,0,0,78,81,73,340,340,25.1,29.1,1,,1,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/26/15,10.07,,0.01,0,0,78,82,75,150,150,17,21.9,1,,1,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/27/15,11.41,,0,0,0,80,90,73,330,330,23.9,27.1,1,,,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/28/15,18.12,,0.02,0,0,73,77,60,350,360,29.1,35.1,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/29/15,10.51,,0,0,0,64,75,54,350,340,18.1,25.9,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,4/30/15,5.82,,0,0,0,67,81,54,170,170,17,19.9,,,,,,,,,
